free,ing,not_ing,recipeID,title,ingredients,directions,rel
Weird dessert,"Chocolate, radish",,895843,Strawberry Delight,"['2 c. strawberries', '1/4 c. sugar', '1 large banana', '1 c. chocolate Cool Whip (lite)']",Blend first 3 ingredients in blender; add chocolate Cool Whip and stir well. Serve in little dessert bowls.,3
Weird dessert,"Chocolate, radish",,1491645,Chocolate-Topped Fruit Cups,"['3 to 4 cups sliced kiwifruit, pineapple, strawberries, banana or other fruit', '2 to 3 tablespoons orange juice', '2/3 cup', 'or chocolate syrup', '1/4 teaspoon orange extract']","Toss fruit with orange juice; spoon into dessert dishes. In a small bowl, combine chocolate sauce and orange extract; drizzle over fruit.",5
Weird dessert,"Chocolate, radish",,118496,Rich Chocolate Mousse,"['8 oz. bittersweet chocolate chips', '4 eggs', '1/2 oz. butter', '3 Tbsp. coffee', '2 Tbsp. rum (optional)']","Melt the chocolate chips in double boiler until they are of a smooth consistency. Add the butter and stir into the hot, melted chocolate. Stir in three tablespoons coffee and rum if desired. Separate the egg yolks from the whites. Add the egg yolks to the chocolate mix, one at a time. Beat the egg whites until the mixture is stiff and forms peaks. Mix into the chocolate with a wooden spoon. Pour the chocolate mousse into dessert glasses and leave to set in the refrigerator. The chocolate mousse can be decorated with whipped cream and/or toasted almond slivers. A sinfully rich dessert!",4
Weird dessert,"Chocolate, radish",,1232571,Radish Raita,"['1 1/2 cups radishes, grated', '1 cup yogurt, beaten (I use low-fat)', '2 green chilies, finely chopped', '1 tablespoon coriander leaves, finely chopped', 'salt', 'pepper', '1/4 teaspoon cumin seed, powdered', 'red chili powder, to taste', '1/2 teaspoon sugar, optional']","Sprinkle some salt over the grated radish. Set aside for 30 minutes. Squeeze out excess water from the radish. In a medium size bowl, combine the yougurt and radish with the remaining ingredients. Mix well. Refrigerate until its time to serve. Garnish with corriander leaves before serving. Serve with a spicy curry/veggie and rice.",4
Weird dessert,"Chocolate, radish",,1423150,Triple Mint Sundaes,"['Pink peppermint ice cream', 'Mint chocolate chip ice cream', 'Spearmint ice cream', 'Garnishes: fresh mint sprig, rolled wafer cookies']","Scoop pink peppermint, mint chocolate chip, and spearmint ice creams into julep cups or dessert glasses. Drizzle with Hot Fudge Sauce. Garnish, if desired. Note: We tested with Pepperidge Farm Mint Chocolate Pirouette Rolled Wafers.",3
Weird dessert,"Chocolate, radish",,1283349,Kane Candy Chocolate Dessert Cups,"['Kane Candy Chocolate Dessert Cups', 'mousse', 'whipped cream', 'fresh berries.']","Fill Kane Candy Chocolate Dessert Cups with your favorite filling, top with fresh berries or chocolate decoration and serve! Quick & Easy Desserts!",4
Weird dessert,"Chocolate, radish",,749108,Deep Fried Eggs,"['eggs', 'dry bread crumbs', 'salt and pepper', 'flour']","Boil eggs for 4 minutes. Cool with cold water; peel carefully. Roll eggs in flour; dip in beaten egg. Roll in dry bread crumbs, seasoned with salt and pepper.",1
Weird dessert,"Chocolate, radish",,492588,Chocolate Peanut Butter Sundaes,"['1/4 c. peanut butter', '1/2 c. chocolate syrup', '1 pt. vanilla ice cream']",Blend peanut butter and chocolate syrup. Divide ice cream among 4 dessert dishes. Spoon sauce over ice cream.,4
Weird dessert,"Chocolate, radish",,1336616,Grilled Marinated Swordfish Steak,"['1 ripe mango - chopped', '2 red tomatoes - chopped fine', '1/2 diced green pepper', '1 small vidalia onion', '1 chipotle chili - diced fine', 'salt & pepper to taste', 'touch of red wine vinegar & 1/2 tsp of sugar. allow to marinate']",Place swordfish (one piece) into heavy duty plastic bag. Cover with 1 cup of salsa. Allow to marinate for up to 2 hours before grilling on hot grill. Grill approximately 4-5 minutes each side. May turn as needed.,1
Weird dessert,"Chocolate, radish",,1286369,Crystal'S Chocolate Mousse,"['2 Cups Chocolate chips', '1 talblespoon Kirch (cherry liquor)', '1 tablespoon Maraschino cherry juice', 'Melt together over double boiler keeping water at simmer. Stirring often.', 'While chocolate is melting whip 2 cups whipping cream or heavy cream.', 'Once chocolate is melted place bowl on counter on hand towel and beat in two eggs.', 'Then fold in whipped cream and place in wine glasses or custerd cups, cover with saran wrap and refrigerate.', 'Before serving add dallop of whipped cream, chocolate shavings and 1 maraschino cherry.', 'Enjoy!']",A great dessert to impress your guests especially chocolate lovers!,3
Weird dessert,"Chocolate, radish",,68734,Mary'S Taco Casserole,"['1 1/2 lb. lean ground beef', '1 chopped onion', '1/2 tsp. salt', '1/2 tsp. garlic powder', '1 pkg. taco seasoning', '2 c. shredded Cheddar and Colby, mixed with chili powder', '1 c. water', '1 can mushroom soup', '2 c. sour cream', '1 bag tortilla chips']","Cook meat and onions; drain. Add salt, garlic powder, taco seasoning and water. Bring to boil and simmer 3 to 4 minutes. Stir in soup and sour cream. Bring to simmer. Grease 9 x 13-inch baking dish. Layer chips. Top with mixture (one-half), then 1 cup cheese. Repeat! Bake uncovered at 400\u00b0 for 10 minutes, then at 325\u00b0 for 20 to 30 minutes or until bubbling and cheese melted.",1
Weird dessert,"Chocolate, radish",,1121982,Tasty South Beach Meatballs,"['1 lb lean ground beef (can use LEAN turkey)', ""1/4 cup better'n eggs egg substitute (can use all white)"", '1/2 cup all-bran cereal, ground up', '1 (1 ounce) package dry ranch dressing mix']","Sounds weird but -- using a handmixer mix everything together. Spray pan with PAM and pan fry over low heat, browning all sides. Cover and let cook for 10-15 minutes until cooked all the way through.",1
Weird dessert,"Chocolate, radish",,986359,"Musangchae, Daikon (White Radish) Salad, Like Korean Radish Kimc","['1 lb daikon radish (white korean radish)', '1/2 tablespoon red pepper powder', '1 tablespoon sugar', '1 teaspoon salt', '2 garlic cloves (finely chopped)', '2 green onions (finely chopped)', '1 1/2 tablespoons white vinegar']","Peel the radish and cut into really thin strips. I use a Japanese mandolin with a medium shred blade for this. Place the radish in a medium bowl and mix with the red pepper powder. Add the sugar, salt, green onion and garlic, stir to combine. Sprinkle the radish mixture with the vinegar and mix well. Let sit for a few minutes, taste, and adjust if needed, sometimes more vinegar or sugar is needed. It often depends on the sweetness of the radish itself. Refrigerate until ready to serve.",4
Weird dessert,"Chocolate, radish",,892393,Pear Helene,"['1 can pear halves, drained', 'Vanilla Ice Cream', 'Chocolate sauce']","Place pear half in dessert dish, rounded side down. Fill hollow with ice cream. Pour chocolate sauce over ice cream. Freeze.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1437585,Pesto Linguine With Lemon,"['Sun-Dried Tomato Pesto', '1 cup chopped sun-dried tomatoes, packed without oil', '4 tablespoons pine nuts, toasted', '1 tablespoon lemon zest', '1/4 cup chopped pitted kalamata olives', '1/2 teaspoon crushed red pepper', '1 teaspoon dried oregano', '2 tablespoons extra-virgin olive oil', '16 ounces uncooked linguine', 'Vegetable Medley', '1 tablespoon extra-virgin olive oil', '1 garlic clove, minced', '1 medium chopped onion', '2 cups diced oyster mushroom caps, (about 6 ounces)', '1 medium (1/4x1/4-inch) julienne-cut red bell pepper', '3/4 cup thinly sliced fresh basil', '3 cups trimmed arugula', '1 cup dry white wine', '2 cups chopped tomato']","Combine pesto ingredients (through olive oil) in a blender or food processor until smooth. Cook pasta according to package directions, omitting salt and fat. While the pasta cooks, prepare the vegetable medley. Heat oil in a large saute pan over medium heat. Add garlic and onion; saute 2-3 minutes, or until onion is translucent. Add mushrooms and pepper; continue cooking for 4 minutes, stirring frequently. Add basil, arugula, wine, and tomatoes; continue cooking 4-5 minutes. Combine pesto with vegetable medley; then combine pesto-vegetable mixture with linguine. Divide pasta evenly among 6 plates.",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1777618,Grouper Ala Jenr,"['2 grouper fillets, can substitute any light fish, tilapia, flounder, halibut, cod...etc', '14 cup olive oil', '14 cup butter, to start', '14 cup butter, for mushrooms to cook', '1 cup flour', '18 cup seasoning salt', '1 tablespoon lemon pepper seasoning', '1 12 cups sliced mushrooms', '2 garlic cloves, chopped finely', '1 12 cups wine', '1 cup chicken broth', '3 tablespoons capers']","Bring olive oil and butter to a medium high heat. Combine flour, seasoned salt, and lemon pepper seasoning. Dust fish or seafood with mixture on both sides. I usually put my flour and seasonings into a Ziplock bag and then add the seafood, seal the bag and shake until it is coated. Once coated, add to the pan. You want the coating to get golden brown quickly. Flip to the other side, brown slightly and remove to a plate. To the pan, add remaining butter for mushrooms and mushrooms. Cook until tender, about 4 minutes. When tender, add garlic and cook until fragrant, 1 minute. Now you want to add the liquid to bring up the frond, those wonderful brown bits on the bottom of the pan! Add wine, chicken broth, capers. Stir constantly until thickened -- the flour from your seafood is still in there and will thicken up -- add more wine if you need to dilute -- this sauce should just coat the back of a spoon -- When the sauce has thickened, add the seafood back to the pan. Cook until tender -- remember you already browned on both sides -- now cooking depends on how thick your fish is -- fish is usually done in about 5 minutes if it is about 3/4\  thick -- add another 2 minutes per 1/4\  of thickness -- shrimp only need another 2 minutes, 1 minute on each side -- scallops, go with the fish recipe -- I serve this on angel hair pasta. When the pasta is done to your liking, save a 1/2 cup of water, strain, put back in the pot with the water and pesto. Put this back on the hot burner and stir. The oil in the pesto will coat the pasta and the the water will thicken. Don't have pesto? Add some olive oil and basil leaves to your pasta! This whole process takes about 10 minutes so have your pasta ready beforehand.",5
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1071012,Chipotle Burgers,"['1 1/2 lbs ground beef, not too lean', '3 chipotle chiles, from a can of chipotles in adobo sauce', '3 tablespoons adobo sauce, from canned chipotles', '3/4 teaspoon ground oregano', '1/4 teaspoon ground cumin', '3 green onions, chopped', '1 1/2 teaspoons salt']",Mix all the ingredients together and form into hamburgers. Grill over high heat until cooked through (internal temperature of 165\u00b0 F). Serve on a bun with guacamole and salsa if desired.,1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1038380,Chalakilis (Chicken And Corn),"['1 1/2 cups cream-style corn', ""2 tablespoons oil (I'm guessing coconut oil would be great!)"", '2 garlic cloves, minced', '1 broiler-fryer chicken, cut into small pieces', '1 onion, chopped', '1/2 cup achiote water', '5 cups chicken broth or 5 cups water', '1 cup coconut milk', 'salt and pepper']","Saute garlic in oil (recipe says to discard but I imagine doing so may be difficult with minced garlic?). Add remaining ingredients except coconut milk and bring to a boil. Continue cooking until chicken is tender to a fork, about 30 minutes. Add coconut milk and serve with rice.",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",119944,Green Bean And Cheese Casserole,"['2 pkg. frozen green beans', '1 can cream of mushroom soup', '1/2 c. shredded Cheddar cheese', '1 can French fried onion rings']",Cook beans 9 minutes on High in the microwave. Add mushroom soup and cheese to beans and mix. Cover with glass lid or plastic wrap. Cook 5 minutes on High. Stir and top with onion rings.,2
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1613458,Mushroom Tarragon Fish,"['2 pounds white fish fillets Lean', '3 tablespoons spice Islands White Co', '1 1/2 teaspoons Spice Islands Tarragon', 'salt', 'pepper', '2 cups mushrooms sliced', '2 green onions sliced', '1 cup dry bread crumbs', '2 tablespoons butter or margarine, melted']","Arrange fish in bottom of 13 x 9-inch baking pan, overlapping thinner ends of fish to prevent overcooking. In order listed, evenly sprinkle wine, tarragon, salt and pepper (as desired), mushrooms, green onions and bread crumbs over fish. Drizzle with butter. Bake at 400 degrees F for 15 to 20 minutes or until fish flakes when tested with fork.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",875625,Chicken In White Wine,"['6 chicken cutlets, cut in half and pounded', '2 c. bread crumbs (seasoned)', 'equivalent of 4 eggs (Egg Beaters)', '2 c. or cans beef broth (College Inn low salt best)', '2 c. white dry wine', '2 c. mushrooms, sliced', '1/4 c. light vegetable oil']","Preheat oven to 350\u00b0. Dip cutlets in Egg Beaters, then into bread crumbs. Quickly brown cutlets in oil, then drain. Put cutlets into large glass or metal baking dish and pour broth and wine over the cutlets. Sprinkle sliced mushrooms over pan ingredients. Cook for 50 minutes. Serve over rice or noodles.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1297557,Fresh Tomato Sauce For Pizza Or Pasta,"['Pasta', 'Heat pan 2 min on high and add littke oil and sear cherry tomatoes for a coupke minutes till charrd and breaking Add more oil and add diced garlic and let saute for a min then i corporate it into tomato mixture. Salt and pepper all the time Add crushed fennel seed and oregano and a pinch chile flakes and little wine and pesto Simmer for a few minutes to create desired consistency Also add kalamata olives.', 'Sear meat and mushrooms in separate pan then add the sauce and then saute w the cooked noodles']",Pasta  Heat pan 2 min on high and add littke oil and sear cherry tomatoes for a coupke minutes till charrd and breaking Add more oil and add diced garlic and let saute for a min then i corporate it into tomato mixture. Salt and pepper all the time Add crushed fennel seed and oregano and a pinch chile flakes and little wine and pesto Simmer for a few minutes to create desired consistency Also add kalamata olives. Sear meat and mushrooms in separate pan then add the sauce and then saute w the cooked noodles,2
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",962665,Moms' Hungarian Goulash,"['3 cups yellow onions', '3 cups bell peppers', '1/4 cup cooking oil', '2 tablespoons Hungarian paprika', '1 teaspoon salt', '1 teaspoon black pepper', '4 cups water', '4 cups boneless beef cubes', '1/2 teaspoon cayenne', '1 tablespoon flour']","Which ever type of meat you use, cut into bite size pieces and set aside. Roughly chop your onions and peppers and in large pot add oil, onions, peppers and saute til soft add meat and just brown slightly. Add paprika, cayenne (if using). To this also add your flour and stir until combined. Don't add all 4 cups of water at once! Add enough water to just cover (you should still be able to see the meat - too much water and you'll make soup). Cover and bring to boil. Once this boils, lower heat to med low and let simmer for about 1 1/2 hours. It has to cook slowly to really absorb flavors and the meat must be very soft. Stir occasionally so that the bottom doesn't stick and burn and if you need to add LITTLE bit of water. It has to be thick once it's cooked through. Test your meat for doneness, if it's easily cut with a fork it's good. Season with salt and pepper. You can serve with cooked noodles, rice or mashed potatoes. We do the mashed potatoes. And if we have leftover mashed potatoes (I make a lot of mashed potatoes!) I always make my \ Potato Fake Out\ .",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1258687,Easy Steamed Cod With Pesto,"['2 tbsp basil pesto', '4 None cod fillets', '4 oz cherry tomatoes, halved', '1 None small red onion, finely chopped', '1 tbsp white wine or water', 'None None chopped fresh parsley, for garnish', 'None None boiled baby potatoes, to serve', 'None None lemon wedges, to serve']","Spread pesto evenly on fish. Place fish, tomatoes, onion and wine or water in a microwave-safe dish and season to taste. Cover with cling wrap and microwave on High for 5 mins, or until fish is cooked through. Sprinkle with parsley and serve with potatoes and lemon wedges.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",409957,Baked Sole With Mushrooms,"['4 fillets of sole (1/2 to 3/4 lb.)', '2 Tbsp. dry white wine', '1/2 c. heavy cream', '2 oz. chopped mushrooms with liquid', '2 tsp. cornstarch', '1/4 tsp. salt']","Arrange fish in greased baking dish. Sprinkle with wine. Blend cream, mushrooms, cornstarch and salt. Pour mix over fish. Bake at 325\u00b0 (basting often) 20 minutes or until fish flakes easily.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",650471,Seafood Casserole,"['12 oz. noodles (spiral)', '8 oz. Mozzarella cheese', '8 oz. sharp Cheddar', '8 oz. Muenster', 'dash of white wine', 'heavy cream (small carton; may use nondairy creamer)', 'scallops or other fish', 'bread crumbs for topping']","Boil noodles until soft. Drain and rinse. Add cheeses and wine, mixing until blended. Add cream, fish and crab meat or other fish and blend well. Top with bread crumbs. Bake at 350\u00b0 for 30 minutes.",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",955328,Pasta With Vietnamese Pesto,"['1 pound dried rice noodles', '1 1/2 cups chopped fresh cilantro', '1/2 cup sweet Thai basil', '2 cloves garlic, halved', '1/2 teaspoon minced lemon grass bulb', '1 jalapeno pepper, seeded and minced', '1 tablespoon vegetarian fish sauce', '4 tablespoons chopped, unsalted dry-roasted peanuts', '7 tablespoons canola oil', '1/2 lime, cut into wedges', 'salt and pepper to taste']","Soak rice noodles in a large bowl of cold water for 30 minutes. Drain the noodles, and set them aside. Make the pesto: In a blender or food processor combine the chopped cilantro, basil, garlic cloves, lemongrass, jalapeno peppers, imitation fish sauce or salt, and 2 tablespoons of the peanuts. Whirl just until the herbs and peanuts are coarsely chopped. While the machine is running add the oil in a thin stream. Then add the remaining peanuts and run the machine in short spurts until the peanuts are coarsely chopped. Place soaked rice noodles into a large skillet with 1/2 cup water over medium-high heat. Stir until most of the water has been absorbed and the noodles are tender. Add almost all of the pesto, and stir well, adding a few tablespoons of water if the pesto is clumping. Taste the pasta and add more pesto, lime juice, imitation fish sauce, salt, or pepper if you like. Garnish the pasta with the remaining 2 tablespoons of peanuts, and serve right away.",5
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1706247,Garlic Scape Pesto with Soba Noodles,"['1 whole Garlic Scape', '1- 1/2 Tablespoon Extra Virgin Olive Oil, Divided', '3/4 cups Ricotta', '1/2 cups Parmesan Cheese, Grated', '1 pinch Salt And Pepper', '1/2 pounds Soba Noodles']","Combine garlic scape, 1 tablespoon of the oil, ricotta, Parmesan and salt and pepper in a food processor. Pulse until garlic is finely chopped and combined. Drizzle in remaining olive oil while continuing to pulse. Set aside. Cook soba noodles according to directions; drain reserving 1/2 cup of the pasta water. Return noodles to pot, add as much pesto as desired and toss to fully coat noodles. Add as much reserved pasta water as needed to thin and create a creamy pesto sauce. Serve immediately.",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",486719,Batengen Yaghnee (Eggplant Stew),"['3 small or 2 medium eggplants', 'salt', '1 large onion, finely chopped', 'oil', '1 1/2 lb. lean lamb, cut in 1-inch cubes', '3 tomatoes, peeled and sliced', '1 Tbsp. tomato paste', 'juice 1/2 lemon', '1/2 tsp. allspice']","Slice the eggplants and sprinkle them with salt. Allow them to drain in a colander for at least 1/2 hour. Fry the onion in 2 tablespoons oil until soft and golden. Add the meat and brown well. Add the tomatoes and squash them with a fork. Stir in the tomato paste and lemon juice and mix thoroughly. Season to taste with salt, pepper and allspice. Cover with water, bring to a boil and simmer gently, covered, for about 1 hour.",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1068294,Easy Spinach Lasagne With Pesto And Cheese,"['2 cups ricotta cheese', '1 cup shredded parmesan cheese', '1 large egg', '2 (10 ounce) packages frozen chopped spinach, thawed and squeezed dry', '1 (8 ounce) package prepared pesto sauce', '3 cups chunky pasta sauce', '12 no-boil lasagna noodles', '2 cups shredded mozzarella cheese']","Grease a 13x9 inch baking dish or lasagne pan. Spread 1/2 cup pasta sauce on bottom of dish. Mix together Ricotta, egg, and pesto until thoroughly blended. Layer noodles, ricotta and pesto mixture, spinach, 1/2 cup parmesan, 1 cup mozzarella, and 1 cup pasta sauce. Repeat layers using remaining ingredients. Bake 1 hour at 350\u00b0F.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",896848,Fettuccini Al Fungi,"['1 pound crimini mushrooms, sliced', '2 fresh shiitake mushrooms, stemmed and sliced', '1 large portobello mushrooms, sliced', '2 cloves crushed garlic', '1/4 cup olive oil', '2 tablespoons pesto', '1 cup milk', '2 tablespoons cream cheese', '12 ounces dry fettuccine pasta']","Cook the pasta according to package directions. Meanwhile, saute mushrooms and garlic in olive oil over low heat until tender. Mix in pesto mix, milk, and cream cheese; bring to a boil over medium heat. Reduce heat, and simmer while stirring until cream cheese has melted and mixture has thickened. Drain pasta. Pour sauce over noodles, and toss to coat. Serve.",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",363068,Homemade Marshmallows,"['2 envelopes unflavored gelatin', '1/2 c. cold water', '1 c. sugar', '1 c. light corn syrup', '1/3 c. water', '1 egg white']","Soften gelatin in 1/2 cup cold water. In 2-quart saucepan, combine sugar, corn syrup and 1/3 cup water. Cook to soft-ball stage, stirring only until sugar dissolves. Remove from heat and stir in gelatin until dissolved. Set aside to cool for 10 minutes. Beat egg white in small bowl to stiff peaks. Slowly add syrup, beating on high speed until candy stands in soft peaks. Pour onto plain brown paper and spread into 12 x 10 rectangle pan. Let stand overnight. Dust top with powdered sugar. Turn over onto another piece of paper. Moisten brown paper and peel off.",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1185943,Chicken Pesto,"['1 package pesto sauce mix', '8 boneless skinless chicken breasts', 'breadcrumbs', '4 slices provolone cheese, cut in half', '1 (4 ounce) can sliced mushrooms']","Prepare pesto sauce according to package direction. Heat oven to 350 degrees. Spray rectangular dish (9 by 12 inch) with no-stick spray. Moisten chicken with water, shake off excess, and coat complete with bread crumbs. Place chicken in baking dish. Spread pesto sauce evenly over chicken breasts. Cover each breast with 1/2 slice of provolone cheese. Spread mushrooms over cheese. Bake in oven for 45- 50 minutes. Serve with pasta.",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",545059,Layered Fish And Mushroom Stuffing Bake,"['1/4 lb. mushrooms, finely minced', '1/4 c. grated Swiss cheese', '1 stalk celery, finely minced', '1 small onion, finely minced', '1/2 tsp. salt', 'pinch of pepper', '1 slice bread, finely crumbled', '2 Tbsp. butter', 'salt and pepper to taste', '4 fish fillets (1 lb.)', '1/3 c. dry white wine', '8 oz. medium egg noodles, cooked and drained', '1 (10 3/4 oz.) can cream of celery soup']","Mix well the mushrooms, cheese, celery, onion, salt and pepper, bread crumbs, 2 tablespoons wine and 1 tablespoon melted butter. In a shallow 8 x 18-inch baking dish, layer 1/2 the fillets. Cover with the vegetable mixture. Layer remaining fillets on top (crosswise from the bottom layer). Salt and pepper to taste and cover with foil. Bake at 350\u00b0 for 20 minutes or until fish is done. Mix remaining wine with undiluted soup and heat. Reserve 1/3 cup of this sauce and toss with the remainder of the noodles. Serve with fish dish. Cut into squares.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1318319,Pesto Lasagna,"['10 lasagna noodles', '2 packages pesto (7 oz each)', '1 package dried porcini mushrooms', '2 cups balsamella sauce', '1 tablespoon butter']","Preheat oven to 350. Prepare balsamella sauce and keep warm. Rehydrate porcini mushrooms, then chop and fry in butter until warmed thoroughly, about 2 - 3 minutes. Cook noodles according to package directions. Rinse in cold water. In 13x9 baking pan, place 3 noodles, then 2 more over the seams. Pour 1 cup balsamella sauce over noodles. Spread 1 package of pesto over sauce. Spoon mushrooms over pesto. Arrange remaining 5 noodles in similar fashion. Pour remaining balsamella over noodles. Spread other package pesto over balsamella. At this point, can be covered and refrigerated for baking a little later. Bake uncovered in oven about 30 minutes.",4
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1917989,Asparagus & Ham Crepes,"['Eight 6- or 7-inch garbanzo flour or savory crepes', '1 large sweet white or red onion, chopped', '1 1/2 pounds asparagus spears, cut into 1-inch diagonal lengths', '1 egg', '3/4 cup (6 ounces) ricotta cheese or natural cream cheese at room temperature', '1/2 cup (2 ounces) shredded Gruyere or Emmenthal cheese', '3 tablespoons grated Parmesan cheese', '2 garlic cloves, minced', '2 tablespoons minced fresh flat-leaf parsley', '2 teaspoons minced fresh tarragon or dill, or 1/2 teaspoon dried tarragon or dill', '2 ounces honey-baked ham or Black Forest ham, julienned']","Prepare the crepes. Preheat the oven to 350F. Steam the onion and asparagus in a covered container over boiling water until the asparagus is crisp-tender, about 5 to 7 minutes. In a medium bowl, beat the egg and mix in the cheeses, garlic, parsley, tarragon or dill, ham, and steamed vegetables. Spoon 1/2 cup of the filling in a ribbon down the center of each crepe and roll to enclose. Arrange in a greased 9-by-13-inch baking dish. Bake in the oven for 10 to 15 minutes, or until heated through. Serve at once.",1
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1292211,Vegetable Lasagna With Creamy Walnut Pesto,"['For Walnut Pesto:', 'For Lasagna:']","Preheat oven to 350  For Walnut Pesto:  In food processor, combine first 4 ingredients. With food processor on, slowly add olive oil until you get a pesto consistency. Add salt and pepper to taste. Mix with alfredo sauce. Set aside.  For Lasagna:  Saute mushrooms and garlic with a pinch of salt in olive oil for 5 minutes. Add spinach and saute until just wilted. In large bowl, mix ricotta cheese, egg, asiago cheese, and 1/4 cup parmesan cheese with roasted bell peppers and mushroom spinach mixture. Add salt and pepper to taste.  Layer in 8\ x11\  glass baking dish:  Pesto Sauce Lasagna Noodles Ricotta Mixture Zucchini Mozzarella Parmesan Pesto Sauce Lasagna Noodles Ricotta Mixture Squash Mozzarella Parmesan Pesto Sauce Lasagna Noodles Ricotta Mixture Pesto Sauce Top with remaining mozzarella and parmesan  Cover with foil and bake for 40 minutes. Remove foil and bake for additional 10 minutes.",2
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1267918,Fish And Orzo Soup,"['1 tbsp vegetable oil', '1 medium onion, peeled, thinly sliced', '1 clove garlic, crushed', '1 medium carrot, peeled and diced', '1 medium zucchini, diced', '4 None button mushrooms, sliced', '1/2 cup fish or vegetable stock', '8 None green beans, cut into 3/4-inch pieces', '1/4 cup orzo pasta', '10 oz firm fish fillets, cut into 1-inch pieces', '1 tbsp store-bought sun-dried tomato pesto', '2 tbsp sour cream', 'None None Crusty bread, to serve']","Heat oil in a medium saucepan on medium heat. Cook onion and garlic for 3-5 mins or until the onion is soft. Add carrot, zucchini, mushroom, stock and 1/2 cup water. Cover and bring to a boil. Add the beans and orzo pasta. Cook, covered, for 5 mins. Add the fish and cook, covered, for 2 mins more or until the fish is cooked and the pasta is tender. Season. Combine the pesto and sour cream in a small bowl. Ladle the soup into serving bowls and top with pesto cream. Serve with bread.",3
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1525061,Baked Flounder,"['2/3 cup sliced green onions', '1/2 cup sliced fresh mushrooms', '2 pounds flounder or sole fillets', '1 teaspoon dried marjoram', '1/2 teaspoon salt', '1/8 teaspoon pepper', '2 tablespoons dry white wine or chicken broth', '2 teaspoons lemon juice', '1/4 cup shredded reduced-fat Mexican cheese blend', '1/4 cup soft whole wheat bread crumbs', '2 tablespoons butter, melted']","Sprinkle the green onions and mushrooms into a 13-in. x 9-in. baking dish coated with cooking spray. Arrange fish over vegetables, overlapping the thickest end of fillets over the thin end. Sprinkle with marjoram, salt and pepper. Pour wine and lemon juice over fish. Cover with cheese and bread crumbs; drizzle with butter. Bake, uncovered, at 400\u00b0 for 10-12 minutes or until fish flakes easily with a fork.",2
pasta dish for a date night,"noodles, wine, fish, pesto, mushrooms, bread","mustard, butter",1922717,Striped Bass With Pesto,"['2 1/2 cups loosely packed basil leaves', '1/2 cup loosely packed Italian parsley leaves', '12 cloves garlic, smashed and peeled', '1/2 cup olive oil', '1/2 teaspoon kosher salt', '1 2-pound striped bass']","To make the pesto, place basil, parsley, garlic and 2 tablespoons of the olive oil in a food processor. Process until finely chopped. With the machine running, slowly pour in the remaining olive oil. Scrape down sides of bowl, add salt, and process until smooth. Using a serrated knife, cut four 2-inch slits across each side of the fish. Place the fish in a 14-by-9-by-2-inch oval dish. It is fine for the tail to hang over the edge of the dish. Rub about half of the pesto all over the fish, into the slits and inside the cavity. Reserve the remaining pesto to serve with the fish, or pasta if serving, or keep for another use. Cover the dish tightly with microwave plastic wrap, making sure the tail is well covered. Cook at 100 percent power in a high-power oven for 11 minutes. Prick plastic to release steam. Remove from oven and uncover. Serve immediately, spooning the liquid over the fish.",2
